时间,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,波长,传感器名称,物理量,
2025-08-31 12:12:40.731	,1556.310791,0,0,
2025-08-31 12:12:50.731	,1556.292603,0,0,
2025-08-31 12:13:00.732	,1556.320923,0,0,1556.894531,0,0,
2025-08-31 12:13:10.731	,1556.325317,0,0,
2025-08-31 12:13:20.731	,1556.275269,0,0,
2025-08-31 12:13:30.731	,1556.295166,0,0,1556.866211,0,0,1557.406006,0,0,
2025-08-31 12:13:40.731	,1556.364258,0,0,1557.471558,0,0,
2025-08-31 12:13:50.731	,1556.329468,0,0,1557.302246,0,0,
2025-08-31 12:14:00.731	,1556.318359,0,0,
2025-08-31 12:14:10.731	,1556.306396,0,0,
2025-08-31 12:14:20.731	,1556.342285,0,0,
2025-08-31 12:14:30.731	,1556.334839,0,0,1557.436157,0,0,
2025-08-31 12:14:40.731	,1556.327637,0,0,
2025-08-31 12:14:50.731	,1556.323364,0,0,
2025-08-31 12:15:00.731	,1556.303467,0,0,
2025-08-31 12:15:10.731	,1556.359619,0,0,
2025-08-31 12:15:20.731	,1556.351440,0,0,
2025-08-31 12:15:30.731	,1556.353882,0,0,
2025-08-31 12:15:40.731	,1556.354980,0,0,
2025-08-31 12:15:50.731	,1556.363525,0,0,
2025-08-31 12:16:00.731	,1556.342041,0,0,
2025-08-31 12:16:10.732	,1556.354858,0,0,
2025-08-31 12:16:20.732	,1556.397949,0,0,1559.286743,0,0,1559.725952,0,0,
2025-08-31 12:16:30.732	,1556.387085,0,0,1559.286255,0,0,
2025-08-31 12:16:40.731	,1556.377930,0,0,1558.786743,0,0,1559.285889,0,0,
2025-08-31 12:16:50.731	,1556.378174,0,0,1559.713257,0,0,1560.586060,0,0,
2025-08-31 12:17:00.732	,1555.777954,0,0,1557.484863,0,0,1559.738159,0,0,
2025-08-31 12:17:10.731	,1556.385498,0,0,
2025-08-31 12:17:20.731	,1556.370239,0,0,1557.493652,0,0,1558.756470,0,0,1559.306152,0,0,
2025-08-31 12:17:30.731	,1557.527344,0,0,
